t,Left ventricular pressure,Ascending aorta pressure
1.43,2.270834100634496,8.806934388171648
1.44,2.773650208780328,9.764512189107593
1.45,2.188128974809547,8.514875379750396
1.46,3.31560623951547,9.93978196110715
1.47,2.71764533676333,9.824056607489396
1.48,3.6064009102315073,10.279442926064279
1.49,3.248126716362191,9.128651132743965
1.5,3.148308654353972,8.36657801953355
1.51,3.549129718555704,9.155693875396661
1.52,3.362176667719743,8.829239303243536
1.53,3.292477177838631,7.9133573745291805
1.54,3.4872658917843045,8.18434170339942
1.55,3.4058997741136925,8.41146760561532
1.56,2.5386773236047584,8.596510195101834
1.57,3.275576200628101,8.410397453787745
1.58,3.2880969288727124,7.5653816855897205
1.59,3.2786587367821785,8.426900533325723
1.6,2.7801725942158697,8.433902449526306
1.61,2.5367234815752284,8.77436580468766
1.62,3.0910971055107157,6.914498038044629
1.63,3.4743372081133788,9.02833196123036
1.64,3.0110973378735024,7.237540402053454
1.65,3.0521760889533343,7.946186977495275
1.66,3.604887043452943,9.024999020034528
1.67,3.452995786495999,10.063155749608798
1.68,3.6591337224609566,9.263730880871655
1.69,3.9130958691516704,8.414894914081685
1.7,3.538842334210276,6.573691883633297
1.71,2.5956909456144865,7.061297482538181
1.72,3.2763031802747813,7.291976064320503
1.73,3.243906017240463,7.029499690528184
1.74,3.6034934390804665,8.12671836911005
1.75,3.775064099596285,7.898958258194808
1.76,3.757769992016756,6.863610532341012
1.77,4.200485222672992,6.2783479046741215
1.78,3.612742064602087,7.304319971744719
1.79,3.0462332544067223,7.225084405190012
1.8,3.584402916894371,8.333884374900983
1.81,3.4488318671908744,7.303750888982903
1.82,3.873135906781783,7.142424161136679
1.83,4.160119703286045,7.720156587706554
1.84,3.729362283147995,6.773105410940746
1.85,3.96124253102842,6.473653452688687
1.86,3.126172778160674,6.660138433528857
1.87,3.984366100879689,8.76659152361676
1.88,3.844377567033091,7.692687749592039
1.89,3.6465735635148406,6.517594748376446
1.9,4.007158470187007,6.516821033697825
1.91,3.3309969873047454,7.75758199046269
1.92,3.832581521223064,6.293234397054193
1.93,3.146945990828818,7.732884144259215
1.94,2.985221246468535,7.11272966015395
1.95,4.529120269888443,6.09401199577388
1.96,3.766706545708153,7.258269803988721
1.97,4.498079718819007,6.240727971039106
1.98,3.5353571876806287,5.9632670223219355
1.99,4.443545410316691,6.350093039554683
2.0,4.563346812845786,7.799748215692925
2.01,5.823881584922283,5.780134390819062
2.02,6.469867000962219,6.975414001326728
2.03,7.861901711809899,7.623964546729067
2.04,8.31638892039381,5.808542608275159
2.05,9.55671207926921,8.282326182767282
2.06,9.407361554662348,10.714403603174862
2.07,9.744365584957738,8.269773124290094
2.08,10.785257650773746,10.54993200062441
2.09,11.5634139764907,11.810098922387672
2.1,12.746683907520794,12.992255732948987
2.11,13.551085051906124,11.244721512243883
2.12,12.952584464506236,13.602812619190274
2.13,13.168297538480946,13.485034962340707
2.14,13.89963672597912,14.17984212112132
2.15,13.94350810519682,13.698518935438155
2.16,14.308543889737123,13.323563647082855
2.17,13.591556308255493,13.474730570414303
2.18,14.03040115652774,15.39580183421695
2.19,14.521205959421868,14.149098210029923
2.2,13.507781458447807,14.548045860080164
2.21,13.945457726710911,14.020193061669378
2.22,13.719217521666849,13.120455915525651
2.23,14.91160560024836,14.820136796445759
2.24,13.873370441761528,14.53476821062269
2.25,14.016134059268593,14.022460797586515
2.26,14.246451629040278,14.009489394449405
2.27,13.284650514369885,12.747079513781694
2.28,14.13209898824844,13.704262300524398
2.29,12.116273777843286,11.876071821138247
2.3000000000000003,12.10004542569862,11.049452185935657
2.31,11.404512795922638,12.169676284168846
2.32,10.745522567541345,11.942324256048071
2.33,9.424926754279312,12.21228054978816
2.34,8.666957657369212,10.915236310776717
2.35,7.3108846608157885,11.80529428241578
2.36,5.659968150087394,10.492640944446798
2.37,5.693392662606215,10.198681253532792
2.38,2.9479001664942865,9.734025409914508
2.39,2.5872149887800235,9.671168141851801
2.4,1.2940727552328648,10.242555697662786
2.41,2.1503634131305565,9.060050316484135
2.42,2.5115863004509724,9.614091041555799
2.43,2.5340041310413253,10.33464157425609
2.44,2.860644742873134,9.396939224109701
2.45,2.377883389470713,8.949867456881625
2.46,3.129905841630137,9.360456957284876
2.47,3.6485404030802098,8.64583042625207
2.48,3.188374760895677,8.098255610432785
2.49,3.4655827407207958,9.437190366909222
2.5,3.4476665110079305,9.483408503540192
2.51,3.154162720582574,9.266170986577183
2.52,3.3796188277301744,9.305246255481903
2.53,3.811917690501192,8.724910206469835
2.54,4.030494326894495,9.401367284111888
2.5500000000000003,3.237423998144738,9.15100942826138
2.56,3.7743306439473594,7.188044175989403
2.57,3.062986004918663,9.068837018284663
2.58,2.3182752918547838,8.37958174175263
2.59,2.307142562797826,9.192520856088906
2.6,3.249576452923086,7.236159847337163
2.61,3.2090094107871145,8.67601786408326
2.62,3.254433629459733,8.764084346043193
2.63,3.2386157572603738,7.788556325568571
2.64,3.254136574099864,9.275467260852508
2.65,3.8044328472749136,5.987322906578894
2.66,2.8426494699580704,9.112993560946423
2.67,3.340007964828811,8.237499348637376
2.68,3.243714194860501,7.896970103581422
2.69,2.806686421067659,7.4613056623405045
2.7,3.014196627898009,7.707335370043599
2.71,3.008409518051733,6.6105751208989725
2.72,3.680800930403514,9.578372924322885
2.73,3.1331377478115257,7.381022091498508
2.74,3.6923841511361606,7.981361822510673
2.75,3.3949391209916757,7.869406428357862
2.76,3.283207071932519,8.206926949148874
2.77,3.5474131309043377,8.824577643532992
2.78,2.615319456596175,7.33377240673405
2.79,2.993754427404508,7.9802238280584605
2.8000000000000003,2.604808277153149,8.656458442212791
2.81,3.8164585982252905,7.843706961647111
2.82,3.6045287978830527,5.480163042900969
2.83,3.425861840163227,8.1166605786734
2.84,4.069172762471871,7.656112578487195
2.85,3.93442998235182,7.241819179623127
2.86,2.839935866026912,7.780574827660259
2.87,3.158162852174648,7.957502075557378
2.88,3.3399396185492294,8.71394059018253
2.89,3.630283606664963,7.54819956612439
2.9,3.93373941796624,7.476700261680275
2.91,3.0696944401672432,7.527732078678637
2.92,3.426499749330139,8.146722952409279
2.93,3.086902502012416,7.070656055597702
2.94,2.7841424770584995,6.864012123358378
2.95,3.5033957701614904,8.39306128677763
2.96,3.89707157918849,5.556659215849075
2.97,4.242601984573088,6.771704331440599
2.98,5.203389227144247,7.138614025568544
2.99,5.531271621764469,5.41558088091733
3.0,6.907219284545002,6.652223086893004
3.01,6.735547044123594,6.562535795491398
3.02,7.7375143814502465,6.32067020536475
3.03,9.354771863467064,6.896697012564556
3.04,9.593700651320235,8.685648907555205
3.0500000000000003,10.838838001009233,11.409587837480627
3.06,10.53845963950773,11.825173583312687
3.0700000000000003,10.711041125276653,11.760349745374572
3.08,12.87113915187974,11.135625438427128
3.09,12.859284991179816,12.19839531095791
3.1,13.001088220376383,14.362162556440074
3.11,13.877526720471812,12.018986405411692
3.12,13.427139077739753,13.523068610529062
3.13,13.226469042212026,13.514338543341353
3.14,14.967585517558812,12.647578057425562
3.15,14.571473810643347,14.832668337717147
3.16,14.138705314857278,14.201140664214094
3.17,14.920860752053636,16.433613333995304
3.18,14.73343114058762,13.170594429374235
3.19,14.563673512233926,14.093151079455204
3.2,13.290981432392329,13.16609723124243
3.21,14.437812416305515,13.497854468473358
3.22,14.3075113883266,14.090179867241924
3.23,14.455935320942393,13.476280553575855
3.24,14.235459417440422,14.29564196542078
3.25,13.136037248556576,12.452085595416792
3.26,13.550234298629356,12.000577758546823
3.27,12.78204916199262,12.838955024670337
3.28,12.07221457320145,11.883373817718109
3.29,11.462714263235274,12.042662508139069
3.3000000000000003,10.406942195416518,14.70596609053721
3.31,9.99265901251562,11.17704890022197
3.3200000000000003,7.994132417220101,12.36310369585153
3.33,7.725787800088478,10.16045639143076
3.34,5.673439442054828,10.597954400159827
3.35,4.755226435522745,9.090134123598915
3.36,4.295065428081458,9.167730193230618
3.37,2.501068854622177,10.80754735881971
3.38,2.2658301569153965,10.893977150001119
3.39,1.706349281427378,9.296938735831565
3.4,2.3640441801196057,10.585991233574669
3.41,3.3993521376616003,10.544449332196178
3.42,3.1190955162551117,9.80053435971909
3.43,3.775360030959619,10.178396359700775
3.44,2.3446103667979,10.68801707496862
3.45,3.2908725345854504,10.373577652247267
3.46,3.308335102768486,10.063803754280887
3.47,2.644241569438172,9.751575066152773
3.48,4.205950464355723,8.207639188978453
3.49,3.508006820232683,8.599734831367792
3.5,3.548837922763383,8.313541871642183
3.51,2.638644051972159,8.677293724435355
3.52,3.5199416212850565,9.271386194004613
3.53,3.104489010276795,6.745730820348738
3.54,3.6973674987948177,8.611730699946108
3.5500000000000003,3.001535057094212,10.146735150325672
3.56,3.3026871956180037,9.701959738503977
3.5700000000000003,3.2941573871869654,7.548767453822771
3.58,3.667430772601595,9.288387336028194
3.59,3.546455984307515,8.064562540900905
3.6,2.1984519005232475,6.911442350274213
3.61,2.940603301393983,8.500834699733673
3.62,4.018808328171507,8.473733201292806
3.63,3.550140237811494,7.244360573025901
3.64,3.742478586944783,8.724801316977414
3.65,2.954312001156872,9.01337356252913
3.66,4.427757116920913,8.847637362676533
3.67,2.791317604758502,6.777489772496074
3.68,2.487043523636995,9.277290362201889
3.69,3.3549233930398388,7.657780557202177
3.7,2.5495970167890536,6.947731165027097
3.71,3.012808120899324,7.264098354397507
3.72,3.5051247964628747,9.042132474654409
3.73,4.512819196508284,7.207905574663373
3.74,3.8321291352040903,7.564365796624353
3.75,3.2303678617267333,8.132075613167473
3.76,4.122991076918952,8.896007504399483
3.77,3.203991636290119,7.9206720707557094
3.78,4.086382545829695,7.424959927810238
3.79,3.6877315970751137,7.954461527231651
3.8,2.6830235369717466,8.942576285978259
3.81,2.946400386190195,8.715228054025971
3.82,3.3286504418055385,6.666054462732023
3.83,3.1686961483507106,7.315857604587933
3.84,3.0426929356488217,6.868437313870072
3.85,3.51737104802002,7.054350889519761
3.86,3.551115845111927,7.604016620875713
3.87,4.398317553776657,7.261680316177441
3.88,2.893472149011266,6.621191688492598
3.89,3.268651294826973,7.067295593839666
3.9,2.9095486126213213,8.422032789581735
3.91,3.77944147639304,7.396125916569646
3.92,3.6161738077214345,6.502471027092681
3.93,4.453502976944981,6.0051004426486845
3.94,4.451114014677686,7.24952262146437
3.95,5.299493046565855,7.663337208411137
3.96,5.778619088528568,6.483107896729651
3.97,6.519995514062373,7.063168495746017
3.98,7.362129385346201,6.995861124691637
3.99,8.653821534879516,8.57670858885137
4.0,9.212965285986764,9.158090324604329
4.01,10.092574566923014,8.690706162824702
4.0200000000000005,11.022064565256072,9.401872917675236
4.03,10.5922656303428,11.114231997345977
4.04,12.03271131715972,12.46445217335647
4.05,12.448705339462018,11.924680220564522
4.0600000000000005,12.648420358883186,11.936525930814051
4.07,14.063051619122309,12.381594718897443
4.08,13.36413702195799,14.335036865099866
4.09,14.27276981903334,13.877610131841713
4.1,13.756844719090656,12.6242090454728
4.11,13.641152358894944,14.159362648010523
4.12,14.71379531936347,13.255622352803236
4.13,13.81853065628361,14.269401999990981
4.14,13.39707909246921,14.127415331879247
4.15,15.11835988192236,14.823939728925282
4.16,14.15434091933013,13.890571945111192
4.17,14.995756269011734,14.632627807986555
4.18,14.930258284712304,15.52242078222479
4.19,14.42668248808824,13.482970172738748
4.2,14.621795428063852,13.001626842804919
4.21,13.970961769630913,14.268436449788272
4.22,13.004190407746435,13.292905672444075
4.23,12.85748767459625,11.300993090148964
4.24,13.324037069823138,12.905600014871382
4.25,11.362950764138107,13.675327407086902
4.26,10.991055752686773,10.839200089946432
4.2700000000000005,9.3899786862967,11.814067012974215
4.28,8.26922259607976,11.624145743455722
4.29,7.070405395679538,11.66108790247817
4.3,4.782949202760772,10.705638436252453
4.3100000000000005,4.493077106016882,9.217040224415285
4.32,3.7410793543272858,10.462481103496225
4.33,2.3045108183184726,10.001197320831592
4.34,1.6271621787786033,10.941622688544246
4.3500000000000005,0.8509167627922258,9.14600457493307
4.36,2.0256009424560557,10.250747911108654
4.37,3.3117048431602645,10.85125749535648
4.38,2.875832155132727,9.971095857317518
4.39,3.798770794172046,9.653228082732308
4.4,3.3027861304867723,8.851544633232079
4.41,4.121631585617614,8.223388348629438
4.42,3.4916187302645105,9.214564864086023
4.43,3.638199065712673,10.645490389676771
4.44,2.8741901529169454,9.544745412754217
4.45,3.1786220467408928,8.997223944775625
4.46,3.9608496468738057,8.8412128313774
4.47,2.6435286982701425,8.895815931954997
4.48,3.503215098701637,8.331466482068176
4.49,4.61164459593936,8.440996572413574
4.5,3.7178620292535416,8.55652808263745
4.51,4.197606990330109,8.51056396414351
4.5200000000000005,2.981928992673165,6.663130432413727
4.53,2.255966425016344,8.791823830428005
4.54,2.889412217488299,7.814405378061276
4.55,2.643662637203131,7.340567245759997
4.5600000000000005,3.02225296718895,8.099119357784184
4.57,2.775392409202715,8.4298609371589
4.58,2.7617457728023664,8.051070834294324
4.59,2.716207038598341,8.077217682468635
4.6000000000000005,3.0600236757237984,7.020535098828196
4.61,3.038684586932117,7.787273683734965
4.62,3.1289084390300044,7.319376557246857
4.63,3.34203314668997,8.883992821866542
4.64,3.3176850473622816,7.801508849191791
4.65,3.6946984664048577,8.283540033597571
4.66,3.6028296881664663,8.161691030420194
4.67,3.1300178006650543,8.648687119434815
4.68,3.833827828610432,8.87061406301236
4.69,2.3483962611161338,7.6263481254829655
4.7,2.8140011324161125,5.460754497762696
4.71,3.812744921022287,7.75302543469366
4.72,3.947614698832024,5.726365237770419
4.73,4.257092148568635,8.07611089529503
4.74,3.520763021675081,7.252599294211113
4.75,2.9172167663286723,8.331949643314196
4.76,3.1436676793913225,9.511118263878744
4.7700000000000005,2.9701406039380607,8.46869285300069
4.78,3.2095512317667234,6.621155490913163
4.79,2.988754566633162,7.887902161185937
4.8,3.08092937011854,7.725484595393584
4.8100000000000005,3.124202949126471,9.09153122429305
4.82,2.5994082385007804,7.195792239591494
4.83,3.471545023072211,7.2188458812583844
4.84,3.5945896005521005,6.630293230013369
4.8500000000000005,2.903638091189084,7.978833013711833
4.86,2.9202404694154724,6.8215009450640895
4.87,3.196168441461631,7.19256732206725
4.88,3.816509544399332,7.4734703687911965
4.89,4.886902707088574,7.884966576778277
4.9,5.543494985245808,6.503974711896417
4.91,6.300933291693562,8.118541340374652
4.92,7.338525039266401,7.921169616386628
4.93,7.888489371135336,7.116392745990187
4.94,9.143480773264134,8.071026639796413
4.95,9.495857852100054,8.33092864712009
4.96,9.923613751725874,11.078853361362745
4.97,11.42026564493177,10.9565853836543
4.98,11.090047934193462,11.63943365244483
4.99,12.090546569075658,12.54428039263188
5.0,12.198362366371423,10.370973571996533
5.01,13.588175232932056,11.689327490768378
5.0200000000000005,13.054597545836607,14.15193879961684
5.03,12.997465595669476,14.058519172710962
5.04,13.714428693430142,14.389726308161354
5.05,14.405445459993366,13.376909895781676
5.0600000000000005,14.573294766799778,13.310537010070782
5.07,14.588999352185803,12.744724371356448
5.08,15.292401071768433,14.867312757097011
5.09,13.829270995285496,15.065659996096944
5.1000000000000005,13.66067580469239,14.966266351719364
5.11,14.786382236516776,13.758185223510216
5.12,14.40076970371793,12.837220994303824
5.13,14.955076961643533,14.34893757175916
5.14,13.995786016635748,13.874615531657989
5.15,13.24799773459165,14.155782174493357
5.16,12.699508356022063,12.348037858707164
5.17,13.074013363988849,13.477192795131208
5.18,13.161652586490671,12.864930883248457
5.19,12.264973483871016,11.610212033315936
5.2,10.676573643145453,12.80647250315944
5.21,9.975001852253532,12.365717793213483
5.22,8.977151478612015,9.525201409577662
5.23,7.507502758587054,11.985459143327017
5.24,6.763055144258712,10.516246749598857
5.25,6.512511420594596,11.317014546102818
5.26,3.6409751479816657,10.066631936666688
5.2700000000000005,3.7306786065776585,9.741253121746633
5.28,2.7973144306754203,10.15462320872593
5.29,2.282792596033104,10.417248341681988
5.3,1.607845087363975,10.445245725359651
5.3100000000000005,3.4016290437011034,10.151907248619144
5.32,3.769849432926507,9.76321856256276
5.33,2.999753745141347,10.538948019175027
5.34,2.920357682384708,8.205333019188556
5.3500000000000005,2.3785957322006634,10.695219923099582
5.36,3.339743669353846,9.216554390627458
5.37,3.571421698915216,8.926515808257774
5.38,3.8439415842447895,9.499047897004885
5.39,3.3390006622761863,8.672574364514535
5.4,3.430653187496808,10.170881538332276
5.41,4.21805799522015,9.476129143628615
5.42,2.922060885127861,8.568782291901325
5.43,3.4433912099409048,9.239022924814053
5.44,3.6548760842413657,8.60698963685374
5.45,3.411779965236068,7.943347516644966
5.46,3.792225831066186,10.998075059068
5.47,2.926065376669868,7.393743474614552
5.48,2.730875508869759,10.542372796804482
5.49,3.2876869684221064,7.669504826854803
5.5,3.2249376498103346,7.676145008919042
5.51,2.512353635678152,7.942604654249619
5.5200000000000005,3.2117053769059267,8.286686046918943
5.53,3.2501091970013074,8.209521320273302
5.54,2.7211790022935465,8.85059694015534
5.55,4.036243823709644,8.352219424562266
5.5600000000000005,2.464161048178786,7.3374767606284195
5.57,3.341585418674394,7.019403597845408
5.58,3.240526165948683,7.664594840114755
5.59,2.588382723301263,8.972902235130805
5.6000000000000005,3.2572813344388822,7.226864464586846
5.61,2.1316827696353062,8.595091678746652
5.62,3.7260065383957657,9.163061233610282
5.63,2.7918276607441808,7.897410638977845
5.64,2.9800250365877057,7.319717777166552
5.65,2.920515828021208,8.1729519961939
5.66,3.9986299279889055,7.684473530758714
5.67,3.313331870531579,7.649655726133926
5.68,2.78684971150136,7.277852696371113
5.69,3.642483591078636,7.20160194197412
5.7,2.76282901975328,8.64532746141155
5.71,2.6637281376618738,5.995960272562651
5.72,3.157852564274371,6.399535102637678
5.73,3.7299488403248713,7.809203963435053
5.74,2.536237634042898,6.130424548960787
5.75,3.968078034592517,6.896827182303442
5.76,3.317788097987707,7.30100791100878
5.7700000000000005,3.6148757598614094,7.338904050985186
5.78,2.977484737106646,7.147484936426835
5.79,2.673673575823969,7.467181467271856
5.8,3.7323757160285895,7.17780060973776
5.8100000000000005,4.197321219028229,6.993828557917712
5.82,3.117076515722664,5.735984947537935
5.83,4.199374491420924,7.467933792311573
5.84,4.159872161699669,7.032481256991377
5.8500000000000005,4.887075270930839,6.355671226598989
5.86,4.975998244103941,5.878055085454895
5.87,5.987614442821825,7.743445372672831
5.88,6.845386311404058,6.45695514648573
5.89,8.447285329043975,6.739285224000716
5.9,9.133801327807776,8.225416808029202
5.91,9.4198376023853,8.522008858438117
5.92,10.931345529663222,11.682221422518642
5.93,10.578392981012032,10.433800757290564
5.94,11.259398778335909,11.40994491926855
5.95,11.549525744116767,11.339964409908092
5.96,12.725819966073376,10.980427769955508
5.97,12.77656663908582,11.16955503078675
5.98,13.240256204751851,13.350430448547902
5.99,13.758081818215109,15.487177142289424
6.0,13.540436143107913,14.33037608291022
6.01,14.003583714237513,12.866036315198233
6.0200000000000005,13.974151068759983,14.634135179934665
6.03,14.982034662873431,14.809664327025262
6.04,13.811750077724795,13.63360590937968
6.05,14.799388177646208,14.62077538478213
6.0600000000000005,14.4879675692286,15.536579306987136
6.07,14.80558573867117,14.337651315473279
6.08,14.694485181868538,13.439108941199452
6.09,15.039477079264074,14.576102763463235
6.1000000000000005,15.14240325565789,14.407912529031497
6.11,13.682842095258462,14.565281987847197
6.12,13.941808639141533,13.265177541456959
6.13,12.354699375174416,12.234758429777276
6.140000000000001,12.836776911027853,14.029249938738777
6.15,11.559048555602258,12.813930916780564
6.16,12.193555226701646,12.592553975508556
6.17,10.884964356385218,11.565150810108165
6.18,9.876282085769706,10.589305103996336
6.19,8.9284012700461,11.222074691069352
6.2,7.279867105387217,10.355560690795834
6.21,5.689904732663535,11.03846858157666
6.22,4.464412278188807,12.891938399771075
6.23,3.909338896936817,10.911071203300537
6.24,2.732708850758774,10.513246405869323
6.25,2.4598969975272733,11.124290697115251
6.26,1.9004687508462232,10.525762956031722
6.2700000000000005,3.230024637949168,11.045816667040679
6.28,2.085098649291899,10.516102327460217
6.29,2.862170614225151,10.423464079119684
6.3,3.43614093516704,10.537642477103276
6.3100000000000005,3.116372569915316,8.162569786449218
6.32,3.5789048269979693,8.998044854691765
6.33,3.815942237386647,7.624999073811321
6.34,2.29762443495207,9.050894223734721
6.3500000000000005,4.525006304699581,10.23215531979494
6.36,2.5700872494730405,9.180352234457711
6.37,2.9543202751977384,8.73109734240842
6.38,4.6469732829583625,7.197537794318987
6.390000000000001,3.154322643300272,8.022279563253464
6.4,3.736458679969967,9.287043527611461
6.41,4.029749127991468,8.991985555759642
6.42,3.75264132817826,8.882960131521346
6.43,2.982591644094061,7.536362181675125
6.44,3.0699617843375937,8.987219142876544
6.45,3.673374142432543,7.976896580077129
6.46,2.915034001105685,8.756437892409256
6.47,2.477989285387202,8.448002318675284
6.48,4.375810267699277,8.705645845770738
6.49,3.740846313750804,7.698583631222237
6.5,3.293619445003148,8.382731738265091
6.51,3.040097980458013,8.395980426018326
6.5200000000000005,3.469800785943732,6.988574697046746
6.53,3.646266470698297,6.86546119983057
6.54,1.7776898177190543,8.413089374572513
6.55,3.3121176482368098,7.815547261966193
6.5600000000000005,3.421409083839909,8.012710284503838
6.57,2.2046329525534367,8.405676288666545
6.58,3.54087110154981,8.165493786259843
6.59,3.029854878863308,8.708836900536085
6.6000000000000005,2.960196738702685,7.7650188436739525
6.61,3.233899484663537,8.979132589327541
6.62,3.435495911391277,8.409329509549407
6.63,2.794402975923553,7.79158078246002
6.640000000000001,3.631911948435648,6.879136181260068
6.65,2.3743797505813604,8.343072494141186
6.66,3.530532423340328,8.045131791138603
6.67,2.6695777550658564,8.750789251044797
6.68,3.9422735844524537,8.100256036386677
6.69,2.9146995596313388,9.119043137861066
6.7,2.4961366283220308,7.671119484016535
6.71,3.218397365231867,7.255623198249082
6.72,2.945768710308583,7.492474036849194
6.73,3.219516348816262,8.407496910460884
6.74,2.9391348898041394,7.450323992878349
6.75,3.401239589419965,6.814009919922368
